Date,AvgFreq_Hz,FreqVariationIndex,Freq_4990_5005_pct,Freq_below_4990_pct,Bhutan_Exchange_MU,Bhutan_DayPeak_MW,Bhutan_DayAvg_MW,Nepal_Exchange_MU,Nepal_DayPeak_MW,Nepal_DayAvg_MW,Bangladesh_Exchange_MU,Bangladesh_DayPeak_MW,Bangladesh_DayAvg_MW,Flow_East_to_North,Flow_East_to_NorthEast,Flow_East_to_South,Flow_East_to_West,Flow_NorthEast_to_North,Flow_West_to_North,Flow_West_to_South
07-02-2026,50.0,0.03,81.17,2.37,-14.6,-1046.9,-610.0,-9.9,-660.0,-412.0,-24.8,-1058.0,-1034.0,-69.8,1.4,-80.4,-52.2,19.5,-106.1,-122.0
08-02-2026,50.0,0.06,79.7,4.83,-14.9,-1070.0,-622.0,-10.4,-774.0,-433.0,-24.8,-1050.0,-1032.0,-63.2,4.4,-91.5,-38.8,21.5,-75.2,-98.9
09-02-2026,50.0,0.06,66.86,9.65,-18.5,-1034.7,-771.0,-11.7,-792.0,-488.0,-24.8,-1056.0,-1034.0,-61.1,0.3,-107.8,-41.4,16.7,-121.7,-122.4
10-02-2026,49.99,0.031,82.07,6.3,-18.5,-1061.5,-773.0,-11.0,-772.0,-460.0,-24.7,-1050.0,-1028.0,-64.5,2.7,-115.6,-35.9,19.3,-111.4,-116.1
11-02-2026,50.01,0.033,79.34,2.21,-16.6,-1069.2,-693.0,-11.3,-733.0,-471.0,-23.4,-1044.0,-975.0,-65.5,6.4,-108.4,-12.4,22.8,-117.1,-83.4
12-02-2026,50.0,0.052,71.86,7.25,-19.6,-1071.6,-816.0,-11.3,-786.0,-471.0,-10.5,-822.0,-438.0,-68.1,7.2,-104.3,-23.5,20.8,-109.4,-80.9
13-02-2026,50.0,0.052,73.03,7.45,-18.8,-1039.0,-783.0,-9.6,-804.0,-399.0,-11.7,-843.0,-488.0,-60.6,-1.7,-104.6,-39.5,13.9,-107.3,-90.1
14-02-2026,49.99,0.034,82.8,4.21,-18.6,-1029.2,-775.0,-9.3,-609.0,-389.0,-19.5,-1057.0,-814.0,-79.6,1.1,-106.9,-43.7,17.7,-105.4,-95.1
15-02-2026,49.99,0.039,80.66,6.45,-18.9,-1067.8,-788.0,-9.0,-670.0,-375.0,-24.6,-1059.0,-1024.0,-77.7,-0.3,-96.1,-40.5,13.9,-91.5,-101.2
16-02-2026,50.0,0.031,82.0,3.07,-18.3,-1058.7,-761.0,-10.8,-689.0,-451.0,-24.2,-1035.0,-1008.0,-72.3,-4.8,-101.6,-34.9,12.1,-91.6,-110.6
17-02-2026,49.99,0.034,83.97,3.44,-19.0,-1060.2,-791.0,-11.3,-784.0,-470.0,-24.3,-1043.0,-1013.0,-74.8,0.4,-97.5,-44.9,16.2,-106.2,-106.8
18-02-2026,50.0,0.03,81.11,5.12,-18.8,-1051.1,-785.0,-11.4,-800.0,-475.0,-24.3,-1051.0,-1011.0,-73.1,-0.1,-106.5,-39.1,16.1,-137.1,-124.0
19-02-2026,49.99,0.05,73.29,6.91,-18.9,-1049.9,-788.0,-12.4,-793.0,-516.0,-24.3,-1053.0,-1013.0,-65.6,0.3,-113.5,-36.2,16.3,-135.5,-138.2
20-02-2026,50.01,0.023,84.71,0.76,-19.1,-1067.8,-795.0,-12.5,-779.0,-519.0,-24.2,-1054.0,-1008.0,-52.9,0.3,-114.4,-23.7,15.7,-118.5,-123.4
21-02-2026,49.99,0.047,81.32,5.63,-19.0,-1054.1,-790.0,-10.7,-652.0,-448.0,-23.6,-1034.0,-981.0,-44.4,-0.8,-108.8,-27.4,16.2,-102.8,-142.7
22-02-2026,49.99,0.031,82.7,4.68,-19.6,-1094.5,-816.0,-11.3,-749.0,-470.0,-23.5,-1019.0,-981.0,-49.7,1.6,-109.6,-22.7,15.7,-71.7,-133.0
23-02-2026,50.01,0.032,77.44,3.43,-19.5,-1057.5,-812.0,-10.5,-595.0,-437.0,-23.8,-1024.0,-990.0,-61.4,-0.7,-110.9,-39.1,16.2,-49.6,-149.6
24-02-2026,49.99,0.028,84.12,3.43,-17.9,-1100.2,-747.0,-12.4,-823.0,-515.0,-23.8,-1027.0,-993.0,-64.0,-2.1,-106.3,-47.6,16.3,-77.2,-134.5
25-02-2026,49.99,0.033,80.29,6.05,-19.0,-1084.4,-791.0,-11.7,-777.0,-489.0,-24.3,-1058.0,-1014.0,-63.9,-2.4,-117.2,-43.9,14.0,-59.6,-180.9
26-02-2026,49.99,0.041,80.0,6.05,-20.6,-1077.4,-860.0,-12.2,-775.0,-508.0,-24.4,-1059.0,-1015.0,-63.6,-5.6,-118.3,-46.5,11.1,-53.6,-183.5
27-02-2026,50.0,0.044,78.89,5.6,-19.5,-1101.0,-810.0,-12.5,-780.0,-523.0,-23.7,-1045.0,-986.0,-69.5,-2.7,-120.6,-49.7,14.1,-124.8,-178.3
28-02-2026,50.0,0.031,81.03,5.44,-20.0,-1097.7,-835.0,-11.6,-737.0,-481.0,-23.8,-1044.0,-993.0,-55.9,-3.6,-121.0,-51.7,12.7,-78.1,-192.2
01-03-2026,49.99,0.029,82.74,6.04,-18.5,-1077.2,-769.0,-10.7,-670.0,-444.0,-24.7,-1074.0,-1030.0,-48.5,-2.4,-119.2,-32.3,11.3,-40.4,-178.6
02-03-2026,50.0,0.029,78.87,2.97,-19.0,-1040.7,-792.0,-8.2,-538.0,-340.0,-24.6,-1082.0,-1026.0,-67.7,2.1,-125.0,-35.4,16.0,-16.2,-214.4
03-03-2026,49.99,0.063,75.97,6.33,-17.7,-1011.3,-736.0,-2.2,-317.0,-92.0,-25.0,-1085.0,-1041.0,-60.2,-0.6,-129.8,-40.2,13.5,14.7,-252.9
04-03-2026,50.01,0.037,76.16,1.86,-16.9,-1016.9,-702.0,-2.6,-203.0,-108.0,-24.9,-1070.0,-1036.0,-43.7,-0.8,-128.3,-11.1,11.6,59.3,-271.2
05-03-2026,50.01,0.028,78.31,2.08,-18.3,-1049.7,-761.0,2.9,254.0,121.0,-25.2,-1078.0,-1051.0,-28.3,-1.4,-129.0,-20.3,13.6,-7.1,-270.4
06-03-2026,50.0,0.034,79.61,5.95,-17.0,-1009.1,-706.0,-0.9,-454.0,-37.0,-24.7,-1067.0,-1028.0,-46.7,-5.4,-129.9,-39.7,10.2,-34.1,-253.9
07-03-2026,49.97,0.048,80.69,10.09,-17.0,-1028.0,-709.0,-3.8,-465.0,-157.0,-24.7,-1082.0,-1029.0,-46.9,-7.5,-129.8,-37.4,9.5,-38.0,-235.7
08-03-2026,49.99,0.039,83.13,6.35,-17.0,-1034.9,-709.0,-6.8,-597.0,-285.0,-24.9,-1086.0,-1040.0,-39.8,-5.4,-123.7,-30.0,9.6,-33.6,-210.0
09-03-2026,50.0,0.027,82.72,2.34,-17.9,-1004.9,-746.0,-7.1,-578.0,-297.0,-24.0,-1099.0,-1001.0,-45.2,-4.2,-122.8,-30.5,14.2,-49.7,-208.7
10-03-2026,50.01,0.029,77.52,3.01,-18.7,-1006.0,-779.0,-9.0,-815.0,-374.0,-24.6,-1109.0,-1025.0,-49.7,-3.8,-114.4,-21.2,16.2,-90.1,-160.8
11-03-2026,49.99,0.051,75.46,8.0,-18.2,-991.0,-757.0,-10.7,-761.0,-444.0,-25.2,-1117.0,-1048.0,-32.5,-9.1,-119.7,-16.1,11.3,-97.2,-179.4
12-03-2026,49.96,0.113,65.82,19.9,-17.7,-999.9,-737.0,-10.1,-764.0,-419.0,-25.0,-1101.0,-1044.0,-31.6,-9.3,-115.1,-25.7,7.7,-91.7,-193.0
13-03-2026,49.99,0.045,76.84,8.47,-6.0,-912.6,-252.0,-6.6,-695.0,-275.0,-23.7,-1084.0,-989.0,-43.8,-2.5,-116.1,-23.7,6.9,-92.2,-195.8
14-03-2026,49.99,0.037,79.69,7.16,-0.9,-999.3,-39.0,-9.0,-710.0,-376.0,-22.3,-1065.0,-929.0,-28.5,5.6,-118.3,0.3,8.8,-74.0,-212.6
15-03-2026,50.02,0.065,65.01,6.12,-4.2,-740.7,-177.0,-4.7,-772.0,-196.0,-25.6,-1095.0,-1068.0,-22.7,6.1,-113.5,-3.5,5.7,-18.9,-205.7
16-03-2026,50.01,0.046,71.77,6.37,-4.6,-655.1,-190.0,-10.1,-796.0,-420.0,-25.6,-1105.0,-1068.0,-26.7,-8.8,-117.3,-11.9,0.0,-29.5,-213.4
17-03-2026,50.0,0.053,73.89,7.01,-11.0,-843.3,-459.0,-9.9,-742.0,-412.0,-25.8,-1097.0,-1074.0,-46.6,-9.2,-116.2,-11.6,0.0,-75.0,-179.5
18-03-2026,50.0,0.048,75.19,7.41,-12.2,-847.2,-510.0,-13.3,-824.0,-555.0,-25.2,-1088.0,-1051.0,-57.5,-15.9,-109.2,11.5,0.0,-134.0,-120.5
19-03-2026,50.02,0.076,65.6,5.37,-11.4,-741.3,-475.0,-14.7,-891.0,-613.0,-21.2,-1056.0,-882.0,-45.4,-3.9,-98.3,5.7,3.7,-79.7,-105.5
20-03-2026,50.02,0.077,63.46,6.09,-12.0,-870.8,-501.0,-12.0,-792.0,-502.0,-20.7,-1051.0,-863.0,-27.3,3.1,-107.2,-2.4,7.1,-21.5,-176.6
21-03-2026,50.02,0.115,70.45,5.13,-9.1,-783.0,-378.0,-3.7,-478.0,-153.0,-10.3,-968.0,-427.0,-90.5,12.3,-114.8,-71.1,15.5,-7.4,-213.4
22-03-2026,50.01,0.049,74.78,4.14,-5.9,-675.4,-246.0,-7.3,-650.0,-302.0,-10.2,-820.0,-425.0,-77.4,17.8,-121.0,-65.2,16.0,8.7,-224.7
23-03-2026,50.02,0.059,71.46,2.51,-6.6,-580.3,-274.0,-9.0,-650.0,-376.0,-12.3,-802.0,-513.0,-70.7,13.5,-129.4,-44.7,9.9,11.1,-227.0
24-03-2026,50.0,0.045,76.67,7.27,-9.7,-770.2,-403.0,-6.6,-487.0,-276.0,-18.7,-1036.0,-779.0,-67.1,12.0,-126.2,-37.2,8.1,-12.2,-210.8
25-03-2026,50.01,0.056,71.4,4.78,-2.5,-534.8,-103.0,-8.6,-675.0,-360.0,-24.3,-1039.0,-1012.0,-49.0,9.4,-119.6,-10.4,6.7,-47.5,-187.4
26-03-2026,50.01,0.067,71.53,6.23,-8.2,-820.2,-343.0,-10.2,-708.0,-424.0,-24.6,-1050.0,-1023.0,-39.5,7.8,-121.5,-0.2,6.8,-55.7,-180.0
27-03-2026,50.03,0.075,71.0,2.56,-9.2,-820.2,-383.0,-6.2,-708.0,-260.0,-24.9,-1050.0,-1039.0,-26.2,2.8,-126.4,-8.4,8.7,-4.1,-238.7
28-03-2026,50.0,0.05,74.57,6.05,-2.9,659.5,-120.0,3.5,934.0,145.0,-24.0,2342.0,-999.0,-58.8,7.4,-128.3,-38.9,8.0,-10.0,-256.3
29-03-2026,49.99,0.04,78.68,7.51,-4.2,-438.7,-174.0,-6.0,-607.0,-250.0,-25.5,-1090.0,-1061.0,-42.7,11.1,-120.7,-15.3,7.2,12.0,-227.1
